thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
61,0,61,[np.float64(0.23333333333333334)],[np.float64(0.06944444444444445)],[1],[0],[0],[1.2863021999946795],['Target'],61,0,61,0,81.9029382,,5,81.8849993,81.9029382,81.9029382,0.0131247,83.1713484,[np.float64(0.23333333333333334)],[np.float64(0.06944444444444445)],[1],[0],[0],[1.2863021999946795],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
62,0,62,[np.float64(0.34305555555555556)],[np.float64(-0.475)],[1],[0],[0],[1.8668826000066474],['Target'],62,0,62,0,83.2031167,,10,83.1915824,83.2031167,83.2031167,0.0201333,85.0586014,[np.float64(0.34305555555555556)],[np.float64(-0.475)],[1],[0],[0],[1.8668826000066474],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
63,0,63,[np.float64(-0.075)],[np.float64(0.2638888888888889)],[1],[0],[0],[1.3154557999805547],['Target'],63,0,63,0,85.086363,,5,85.0729256,85.086363,85.086363,0.0140545,86.3884419,[np.float64(-0.075)],[np.float64(0.2638888888888889)],[1],[0],[0],[1.3154557999805547],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
64,0,64,[np.float64(0.5027777777777778)],[np.float64(-0.4708333333333333)],[1],[0],[0],[1.763232400000561],['Target'],64,0,64,0,86.436588,,5,86.4111643,86.436588,86.436588,0.0226093,88.1744706,[np.float64(0.5027777777777778)],[np.float64(-0.4708333333333333)],[1],[0],[0],[1.763232400000561],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
65,0,65,[np.float64(-0.35555555555555557)],[np.float64(-0.38472222222222224)],[1],[0],[0],[1.2828028000076301],['Target'],65,0,65,0,88.20341,,5,88.1883234,88.20341,88.20341,0.0136974,89.4711851,[np.float64(-0.35555555555555557)],[np.float64(-0.38472222222222224)],[1],[0],[0],[1.2828028000076301],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
66,0,66,[np.float64(-0.0375)],[np.float64(-0.25)],[1],[0],[0],[1.4634214999969117],[None],66,0,66,0,89.5028918,,5,89.4806054,89.5028918,89.5028918,0.0093176,90.9441584,[np.float64(-0.0375)],[np.float64(-0.25)],[1],[0],[0],[1.4634214999969117],[None],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
67,0,67,[np.float64(0.41388888888888886)],[np.float64(0.47638888888888886)],[1],[0],[0],[1.3652942999615334],['Target'],67,0,67,0,90.9693851,,5,90.9599041,90.9693851,90.9693851,0.0155096,92.3252813,[np.float64(0.41388888888888886)],[np.float64(0.47638888888888886)],[1],[0],[0],[1.3652942999615334],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
68,0,68,[np.float64(-0.14444444444444443)],[np.float64(-0.05277777777777778)],[1],[0],[0],[2.1126914999913424],['Target'],68,0,68,0,92.3862698,,10,92.3617908,92.3862698,92.3862698,0.0363783,94.4745715,[np.float64(-0.14444444444444443)],[np.float64(-0.05277777777777778)],[1],[0],[0],[2.1126914999913424],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
69,0,69,[np.float64(0.04722222222222222)],[np.float64(0.38472222222222224)],[1],[0],[0],[1.3806634999928065],['Target'],69,0,69,0,94.519342,,10,94.495345,94.519342,94.519342,0.0205139,95.8761036,[np.float64(0.04722222222222222)],[np.float64(0.38472222222222224)],[1],[0],[0],[1.3806634999928065],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
70,0,70,[np.float64(-0.3236111111111111)],[np.float64(0.3611111111111111)],[1],[0],[0],[1.184637499973178],['Target'],70,0,70,0,95.9029047,,5,95.891426,95.9029047,95.9029047,0.0151233,97.0761916,[np.float64(-0.3236111111111111)],[np.float64(0.3611111111111111)],[1],[0],[0],[1.184637499973178],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
71,0,71,[np.float64(-0.07916666666666666)],[np.float64(-0.36944444444444446)],[1],[0],[0],[1.5284523000009358],['Target'],71,0,71,0,97.1192688,,5,97.0961692,97.1192688,97.1192688,0.0197538,98.6247003,[np.float64(-0.07916666666666666)],[np.float64(-0.36944444444444446)],[1],[0],[0],[1.5284523000009358],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
72,0,72,[np.float64(0.020833333333333332)],[np.float64(0.24166666666666667)],[1],[0],[0],[1.4957696999772452],[None],72,0,72,0,98.6693104,,10,98.6459936,98.6693104,98.6693104,0.0211402,100.1418468,[np.float64(0.020833333333333332)],[np.float64(0.24166666666666667)],[1],[0],[0],[1.4957696999772452],[None],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
73,0,73,[np.float64(0.25972222222222224)],[np.float64(-0.36666666666666664)],[1],[0],[0],[1.2264429000206292],['Target'],73,0,73,0,100.1858526,,10,100.1668716,100.1858526,100.1858526,0.024838,101.3933681,[np.float64(0.25972222222222224)],[np.float64(-0.36666666666666664)],[1],[0],[0],[1.2264429000206292],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
74,0,74,[np.float64(-0.1986111111111111)],[np.float64(-0.4527777777777778)],[1],[0],[0],[1.3909838999970816],['Target'],74,0,74,0,101.435878,,10,101.4193416,101.435878,101.435878,0.0255544,102.8104225,[np.float64(-0.1986111111111111)],[np.float64(-0.4527777777777778)],[1],[0],[0],[1.3909838999970816],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
75,0,75,[np.float64(0.29305555555555557)],[np.float64(0.31527777777777777)],[1],[0],[0],[1.4528603000217117],['Target'],75,0,75,0,102.8689913,,10,102.8431477,102.8689913,102.8689913,0.0324732,104.2961932,[np.float64(0.29305555555555557)],[np.float64(0.31527777777777777)],[1],[0],[0],[1.4528603000217117],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
76,0,76,[np.float64(0.25277777777777777)],[np.float64(-0.4361111111111111)],[1],[0],[0],[1.290642799984198],['Target'],76,0,76,0,104.3367568,,5,104.3191595,104.3367568,104.3367568,0.0225266,105.6101115,[np.float64(0.25277777777777777)],[np.float64(-0.4361111111111111)],[1],[0],[0],[1.290642799984198],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
77,0,77,[np.float64(0.3194444444444444)],[np.float64(0.28055555555555556)],[1],[0],[0],[1.6204348999890499],['Target'],77,0,77,0,105.6522445,,10,105.6431726,105.6522445,105.6522445,0.0327959,107.2637463,[np.float64(0.3194444444444444)],[np.float64(0.28055555555555556)],[1],[0],[0],[1.6204348999890499],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
78,0,78,[np.float64(-0.3472222222222222)],[np.float64(0.06805555555555555)],[1],[0],[0],[1.7535848999978043],['Target'],78,0,78,0,107.303087,,5,107.2846455,107.303087,107.303087,0.0206042,109.0382698,[np.float64(-0.3472222222222222)],[np.float64(0.06805555555555555)],[1],[0],[0],[1.7535848999978043],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
79,0,79,[np.float64(-0.07777777777777778)],[np.float64(-0.1486111111111111)],[1],[0],[0],[1.1421693000011146],['Target'],79,0,79,0,109.086327,,10,109.0714015,109.086327,109.086327,0.0330217,110.2136935,[np.float64(-0.07777777777777778)],[np.float64(-0.1486111111111111)],[1],[0],[0],[1.1421693000011146],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
80,0,80,[np.float64(0.24166666666666667)],[np.float64(-0.001388888888888889)],[1],[0],[0],[0.9403377000126056],['Target'],80,0,80,0,110.2525257,,5,110.2374188,110.2525257,110.2525257,0.0234439,111.1778859,[np.float64(0.24166666666666667)],[np.float64(-0.001388888888888889)],[1],[0],[0],[0.9403377000126056],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
81,0,81,[np.float64(0.29305555555555557)],[np.float64(0.3625)],[1],[0],[0],[1.2522572000161745],['Target'],81,0,81,0,111.2362842,,10,111.2091746,111.2362842,111.2362842,0.0308152,112.4616425,[np.float64(0.29305555555555557)],[np.float64(0.3625)],[1],[0],[0],[1.2522572000161745],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
82,0,82,[np.float64(0.08888888888888889)],[np.float64(-0.4513888888888889)],[1],[0],[0],[1.4358955000061542],['Target'],82,0,82,0,112.5030923,,10,112.4891033,112.5030923,112.5030923,0.0270347,113.9251195,[np.float64(0.08888888888888889)],[np.float64(-0.4513888888888889)],[1],[0],[0],[1.4358955000061542],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
83,0,83,[np.float64(0.05694444444444444)],[np.float64(-0.49444444444444446)],[1],[0],[0],[1.0770667999750003],['Target'],83,0,83,0,113.968937,,5,113.9448879,113.968937,113.968937,0.0193824,115.0220459,[np.float64(0.05694444444444444)],[np.float64(-0.49444444444444446)],[1],[0],[0],[1.0770667999750003],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
